,area_title,geographic_level,State,msa_name,geoid,percent_fossil_employees,meets_fossil_threshold,local_area_unemployment,national_unemployment_rate_prev_year,meets_unemployment_criteria
3365,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.7737206461246098,1,6.8,6.2,1
3366,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.6369426751592357,1,7.2,5.3,1
3367,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.8024608800320984,1,6.0,4.9,1
3368,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.7940640458214008,1,5.1,4.4,1
3369,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.6759341920673383,1,4.3,3.9,1
3370,"Cass County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48067,0.46505447781025777,1,7.9,3.7,1
3372,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.37998146431881374,1,12.7,9.3,1
3373,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.3620771796093378,1,11.4,9.6,1
3375,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.17654711020256458,1,9.7,8.1,1
3376,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.6229353468617272,1,7.5,7.4,1
3377,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.7274049827241317,1,6.4,6.2,1
3378,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.35964230171073097,1,7.1,5.3,1
3379,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.4437869822485207,1,6.8,4.9,1
3380,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.6499261447562776,1,6.2,4.4,1
3381,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.49539284652729615,1,5.9,3.9,1
3382,"Coshocton County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39031,0.4712434400771125,1,8.9,3.7,1
3453,"Montezuma County, Colorado",county,Colorado,Southwest Colorado nonmetropolitan area,08083,0.9544468546637744,1,4.0,3.9,1
3454,"Montezuma County, Colorado",county,Colorado,Southwest Colorado nonmetropolitan area,08083,0.6455997281685355,1,6.9,3.7,1
3456,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0441583293466732,1,9.5,9.3,1
3457,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0441583293466732,1,9.5,9.3,1
3458,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0441583293466732,1,9.5,9.3,1
3486,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0620298836047863,1,5.8,3.7,1
3487,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0620298836047863,1,5.8,3.7,1
3488,"Owensboro, KY MSA",metropolitan_stat_area,Kentucky,"Owensboro, KY",36980,1.0620298836047863,1,5.8,3.7,1
3504,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.37158145065398335,1,11.0,9.3,1
3505,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.3634777551613841,1,10.6,9.6,1
3506,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.33552151714077316,1,9.4,8.9,1
3507,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.30598863470785376,1,9.2,8.1,1
3508,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.32838378069674473,1,7.5,7.4,1
3509,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.33050725678976867,1,7.0,6.2,1
3510,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.33755274261603374,1,6.7,5.3,1
3511,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.3716448726772196,1,5.9,4.9,1
3512,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.37649589888395857,1,5.6,4.4,1
3513,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.3507825148407987,1,6.0,3.9,1
3514,"Klickitat County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53039,0.3566842630903125,1,8.2,3.7,1
3600,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.24937655860349126,1,13.6,9.3,1
3601,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.23387604569578124,1,13.8,9.6,1
3602,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.22463833228502111,1,13.1,8.9,1
3603,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.2074509464949434,1,12.4,8.1,1
3604,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.20073311223599233,1,11.6,7.4,1
3605,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.21207033666165945,1,10.7,6.2,1
3606,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.20220743112309378,1,8.6,5.3,1
3607,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.1973521914316257,1,7.4,4.9,1
3608,"Hendry County, Florida",county,Florida,South Florida nonmetropolitan area,12051,0.18556005398110662,1,6.3,4.4,1
3666,"Beckham County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40009,16.11810773626839,1,6.9,5.3,1
3670,"Beckham County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40009,15.065424967582222,1,7.7,3.7,1
3725,"Clinton County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42035,2.4536066464787636,1,7.0,6.2,1
3729,"Clinton County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42035,4.0258860711866955,1,5.6,3.9,1
3730,"Clinton County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42035,1.5879478827361564,1,8.7,3.7,1
3733,"Ocala, FL MSA",metropolitan_stat_area,Florida,"Ocala, FL",36100,0.242426963265581,1,12.3,9.6,1
3734,"Ocala, FL MSA",metropolitan_stat_area,Florida,"Ocala, FL",36100,0.2385501452284449,1,10.5,8.9,1
3735,"Ocala, FL MSA",metropolitan_stat_area,Florida,"Ocala, FL",36100,0.23311546840958605,1,8.9,8.1,1
3766,"Blaine County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40011,2.9726927065330107,1,6.1,3.7,1
3837,"Park County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56029,2.125336632942718,1,4.2,3.9,1
3838,"Park County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56029,1.9753086419753085,1,5.4,3.7,1
3862,"Mercer County, North Dakota",county,North Dakota,West North Dakota nonmetropolitan area,38057,1.2572290671360322,1,5.7,3.7,1
3874,"Hawaii County, Hawaii",county,Hawaii,Hawaii / Kauai nonmetropolitan area,15001,0.19315188762071994,1,11.7,3.7,1
4008,"Jim Hogg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48247,1.3965087281795512,1,10.3,9.3,1
4013,"Jim Hogg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48247,2.2714681440443214,1,7.2,6.2,1
4014,"Jim Hogg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48247,2.1033653846153846,1,9.6,5.3,1
4015,"Jim Hogg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48247,1.6216216216216217,1,7.3,4.9,1
4306,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4307,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4308,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4309,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4310,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4311,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4312,"Tulsa, OK MSA",metropolitan_stat_area,Oklahoma,"Tulsa, OK",46140,1.770298380549297,1,6.5,3.7,1
4337,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.25467833019599156,1,15.5,6.2,1
4338,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.2658396101019052,1,15.6,5.3,1
4339,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.2553569445986455,1,14.3,4.9,1
4340,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.26997840172786175,1,13.3,4.4,1
4341,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.26156099602427285,1,13.0,3.9,1
4342,"Colusa County, California",county,California,North Valley-Northern Mountains Region of California nonmetropolitan area,06011,0.2737226277372263,1,16.5,3.7,1
4390,"Cheyenne, WY MSA",metropolitan_stat_area,Wyoming,"Cheyenne, WY",16940,1.0138471329193093,1,5.1,3.7,1
4404,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,2.8367617783676176,1,12.7,9.3,1
4405,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,2.606794483686512,1,10.8,9.6,1
4406,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,2.5387629919918213,1,10.2,8.9,1
4407,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,2.7092740534907955,1,10.9,8.1,1
4408,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,2.915654286706005,1,9.2,7.4,1
4409,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,1.8462089980283207,1,8.8,6.2,1
4410,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,1.0568031704095113,1,10.2,5.3,1
4412,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,0.5598455598455598,1,6.6,4.4,1
4413,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,0.44513257209212304,1,6.3,3.9,1
4414,"Johnson County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21115,0.3843042071197411,1,8.3,3.7,1
4428,"Mendocino County, California",county,California,North Coast Region of California nonmetropolitan area,06045,0.4065867046147591,1,11.9,9.3,1
4429,"Mendocino County, California",county,California,North Coast Region of California nonmetropolitan area,06045,0.42583879940932035,1,11.6,9.6,1
4430,"Mendocino County, California",county,California,North Coast Region of California nonmetropolitan area,06045,0.4333803668615199,1,10.2,8.9,1
4437,"Mendocino County, California",county,California,North Coast Region of California nonmetropolitan area,06045,0.43143297380585516,1,4.0,3.9,1
4438,"Mendocino County, California",county,California,North Coast Region of California nonmetropolitan area,06045,0.30181086519114686,1,9.2,3.7,1
4484,"Midland, TX MSA",metropolitan_stat_area,Texas,"Midland, TX",33260,17.725030504656523,1,8.0,3.7,1
4485,"Midland, TX MSA",metropolitan_stat_area,Texas,"Midland, TX",33260,17.725030504656523,1,8.0,3.7,1
4490,"Lawrence County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28077,0.7521773555027712,1,10.1,8.9,1
4493,"Lawrence County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28077,0.46656298600311047,1,7.3,6.2,1
4645,"Marlboro County, South Carolina",county,South Carolina,Northeast South Carolina nonmetropolitan area,45069,0.299805126667666,1,19.5,9.6,1
4648,"Marlboro County, South Carolina",county,South Carolina,Northeast South Carolina nonmetropolitan area,45069,0.29086678301337987,1,10.3,7.4,1
4668,"Stanly County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37167,0.26041666666666663,1,13.1,9.3,1
4669,"Stanly County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37167,0.2385310922505131,1,11.8,9.6,1
4678,"Stanly County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37167,0.23817256685070912,1,6.1,3.7,1
4680,"Concordia Parish, Louisiana",county,Louisiana,Northeast Louisiana nonmetropolitan area,22029,3.9873528895134376,1,9.4,9.3,1
4710,"Lee County, Iowa",county,Iowa,Southeast Iowa nonmetropolitan area,19111,0.8733887483435729,1,6.0,5.3,1
4762,"Platte County, Wyoming",county,Wyoming,Eastern Wyoming nonmetropolitan area,56031,0.6768687463213655,1,5.0,3.7,1
4810,"Burke County, North Dakota",county,North Dakota,West North Dakota nonmetropolitan area,38013,9.253246753246753,1,5.3,3.7,1
4950,"Refugio County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48391,14.136363636363637,1,6.6,5.3,1
4951,"Refugio County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48391,0.42194092827004215,1,5.6,4.9,1
4956,"Talladega County, Alabama",county,Alabama,Northeast Alabama nonmetropolitan area,01121,0.2214280164711367,1,13.2,9.3,1
4957,"Talladega County, Alabama",county,Alabama,Northeast Alabama nonmetropolitan area,01121,0.215737481548768,1,11.5,9.6,1
4958,"Talladega County, Alabama",county,Alabama,Northeast Alabama nonmetropolitan area,01121,0.22051527068249477,1,9.6,8.9,1
4959,"Talladega County, Alabama",county,Alabama,Northeast Alabama nonmetropolitan area,01121,0.19857167740811704,1,8.7,8.1,1
4960,"Talladega County, Alabama",county,Alabama,Northeast Alabama nonmetropolitan area,01121,0.1700503210133611,1,7.7,7.4,1
5002,"Gonzales County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48177,2.88659793814433,1,5.4,3.7,1
5254,"Cowley County, Kansas",county,Kansas,Kansas nonmetropolitan area,20035,0.25487256371814093,1,6.3,3.7,1
5640,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,13.157894736842104,1,10.1,9.3,1
5642,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,12.407559572719803,1,9.0,8.9,1
5643,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,8.07663410969196,1,9.5,8.1,1
5644,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,7.229524772497473,1,8.9,7.4,1
5645,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,5.279383429672447,1,8.8,6.2,1
5646,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,3.700124257904183,1,8.8,5.3,1
5647,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,3.638680447401954,1,7.2,4.9,1
5648,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,4.3663325552656875,1,6.4,4.4,1
5649,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,4.40418118466899,1,6.3,3.9,1
5650,"Nicholas County, West Virginia",county,West Virginia,Southern West Virginia nonmetropolitan area,54067,3.770170411702609,1,10.3,3.7,1
5693,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,3.587009209888512,1,6.9,6.2,1
5694,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,3.498158863755918,1,8.5,5.3,1
5695,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,3.232817169247487,1,6.2,4.9,1
5696,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,3.1771674744211094,1,5.5,4.4,1
5697,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,2.949547218628719,1,4.6,3.9,1
5698,"Wayne County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17191,2.753303964757709,1,8.4,3.7,1
5700,"Rio Blanco County, Colorado",county,Colorado,Northwest Colorado nonmetropolitan area,08103,14.185078450208133,1,9.4,9.3,1
5710,"Rio Blanco County, Colorado",county,Colorado,Northwest Colorado nonmetropolitan area,08103,6.351497654276435,1,5.2,3.7,1
5724,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.4328223624887286,1,16.1,9.3,1
5725,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.4869251577998197,1,14.4,9.6,1
5726,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.4833512352309345,1,13.5,8.9,1
5727,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.5151098901098901,1,12.0,8.1,1
5728,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.4961505560307955,1,9.6,7.4,1
5729,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.5105513955071478,1,8.2,6.2,1
5730,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.29811195760185494,1,6.8,5.3,1
5731,"Crook County, Oregon",county,Oregon,Central Oregon nonmetropolitan area,41013,0.3091944670463792,1,6.2,4.9,1
5775,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,5.149187964245247,1,8.4,8.1,1
5776,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,5.107613234821716,1,8.0,7.4,1
5777,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,2.279387821556496,1,7.3,6.2,1
5779,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,1.1201835481476483,1,5.6,4.9,1
5781,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,1.0938040844582901,1,4.3,3.9,1
5782,"Tazewell County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51185,1.3678589715456075,1,7.6,3.7,1
6007,"Warren County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28149,0.3003453972067878,1,5.8,4.9,1
6036,"Montmorency County, Michigan",county,Michigan,Northeast Lower Peninsula of Michigan nonmetropolitan area,26119,1.2461059190031152,1,19.6,9.3,1
6053,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.40337711069418386,1,7.5,6.2,1
6054,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.4259750094661113,1,7.1,5.3,1
6055,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.44131455399061037,1,6.1,4.9,1
6056,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.4832748981332322,1,5.6,4.4,1
6057,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.5459770114942528,1,5.6,3.9,1
6058,"Avoyelles Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22009,0.5337165144206096,1,8.5,3.7,1
6180,"Lynchburg, VA MSA",metropolitan_stat_area,Virginia,"Lynchburg, VA",31340,0.2552046932248978,1,6.0,3.7,1
6181,"Lynchburg, VA MSA",metropolitan_stat_area,Virginia,"Lynchburg, VA",31340,0.2552046932248978,1,6.0,3.7,1
6182,"Lynchburg, VA MSA",metropolitan_stat_area,Virginia,"Lynchburg, VA",31340,0.2552046932248978,1,6.0,3.7,1
